name,dob,race,address,email,children,has_kids,car,income,sqft,sleephours,pet
"Biggerstaff, Katherine",1930-09-20,White,Elvis Presley Blvd MEMPHIS tn 38116,Biggerstaff@yahoo.com,1,Yes,Toyota Corolla,74320,1201,5.057396527780741,none
"Kopp, Alanna",1991-10-22,Asian,"10 HWY 15 Philadelphia, PA, 19147",Kopp@gmail.com,8,Yes,Merc 230,41442,9603,4.810817808463338,none
"Fry, Nicholas",1949-01-07,Hispanic,8234 Chester Ave Chapel Hill NC 27514,Fry@hotmail.com,0,No,Mazda RX4 Wag,49502,1695,6.495022400235512,none
"Watkins, Devin",1923-02-09,Hispanic,8234 Chester Ave Chapel Hill NC 27514,Watkins@hotmail.com,2,Yes,Merc 450SE,35086,2401,4.7631476049292765,hamster
"Dauer, Katelyn",1987-02-23,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Dauer@aol.com,1,Yes,Merc 280,127541,1201,5.4565607994136895,none
"el-Ammar, Mayyaada",1966-10-18,Hispanic,"10 HWY 15 Philadelphia, PA, 19147",el-Ammar@gmail.com,4,Yes,Merc 230,96777,4804,5.225828573528779,cat
"al-Mahmud, Hameeda",1971-05-23,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,al-Mahmud@aol.com,1,Yes,Toyota Corona,51956,1201,4.88966746365216,none
"Caotrieu, Charlene",1936-05-08,White,Elvis Presley Blvd MEMPHIS tn 38116,Caotrieu@yahoo.com,2,Yes,Valiant,30222,2401,4.72666270265638,none
"Granillo, Joel",2001-10-23,Hispanic,123 Main St Chicago Ik 23948,Granillo@yahoo.com,1,Yes,Mazda RX4 Wag,1766,1200,4.513244237512425,cat
"Kilstrom, Halen",1975-12-23,AIAN,Elvis Presley Blvd MEMPHIS tn 38116,Kilstrom@yahoo.com,0,No,Ferrari Dino,8958,1290,6.08958125753191,dog
"Two  Crow, Sarah",1929-03-29,White,8234 Chester Ave Chapel Hill NC 27514,Two  Crow@gmail.com,1,Yes,AMC Javelin,3237,1200,4.524275792057068,dog
"Lofton, Daejha",1929-03-24,White,8234 Chester Ave Chapel Hill NC 27514,Lofton@yahoo.com,1,Yes,Volvo 142E,114643,1201,5.359822409097321,cat
"el-Shehata, Kaazima",2000-08-06,Asian,432 Azalea Rd Apt 2b Wilmington NC 28415,el-Shehata@aol.com,0,No,Hornet Sportabout,29050,1490,6.290496160303043,cat
"Hoffman, Devon",1940-04-26,Hispanic,432 Azalea Rd Apt 2b Wilmington NC 28415,Hoffman@outlook.com,0,No,Ferrari Dino,113995,2340,7.139945161485306,dog
"Yarian, Cayla",1960-11-07,Two or more,"23498 Abbey Road Philadeplhia PE, 19403",Yarian@yahoo.com,1,Yes,Ford Pantera L,43983,1200,4.8298739901193875,dog
"Rinder, David",1928-05-06,Hispanic,8234 Chester Ave Chapel Hill NC 27514,Rinder@gmail.com,1,Yes,Toyota Corolla,80938,1201,5.107038093553575,none
"Nelson, Jamiley",1954-11-30,White,123 Main St Chicago Ik 23948,Nelson@outlook.com,0,No,Merc 240D,50975,1710,6.509746732462528,cat
"Tesfamariam, Gary",1964-01-28,White,8234 Chester Ave Chapel Hill NC 27514,Tesfamariam@aol.com,0,No,Duster 360,120223,2402,7.202228919322108,cat
"Haskan, Daniel",1954-08-26,Asian,"23498 Abbey Road Philadeplhia PE, 19403",Haskan@yahoo.com,0,No,Chrysler Imperial,65103,1851,6.651032440348246,none
"Banchongchith, Louis Cerdie",1968-02-26,White,Elvis Presley Blvd MEMPHIS tn 38116,Banchongchith@gmail.com,3,Yes,Datsun 710,154944,3605,5.6620804826616595,none
"Smith, Ridishanae",1967-12-02,Two or more,Elvis Presley Blvd MEMPHIS tn 38116,Smith@aol.com,2,Yes,Hornet Sportabout,233805,2405,6.253533959239947,none
"Quinn, Michelle",1998-05-12,Asian,432 Azalea Rd Apt 2b Wilmington NC 28415,Quinn@hotmail.com,0,No,Dodge Challenger,84436,2044,6.844356957707829,dog
"el-Jamil, Wajeeh",1926-04-09,Black/AA,123 Main St Chicago Ik 23948,el-Jamil@gmail.com,0,No,Merc 280,161682,2817,7.616824546748855,cat
"Poyer, Anay",1970-08-10,White,"10 HWY 15 Philadelphia, PA, 19147",Poyer@outlook.com,1,Yes,Toyota Corona,106058,1201,5.2954381685024146,cat
"Bruce, Dakota",1998-01-17,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Bruce@outlook.com,0,No,Lotus Europa,39358,1594,6.393579988950375,cat
"Trujillo, Christopher",1980-09-29,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,Trujillo@yahoo.com,0,No,Mazda RX4,29440,1494,6.294396328304441,none
"el-Jalil, Mahmooda",1979-05-11,Two or more,123 Main St Chicago Ik 23948,el-Jalil@outlook.com,4,Yes,Camaro Z28,32810,4801,4.746074701252199,none
"el-Samad, Taahir",1966-04-03,Two or more,432 Azalea Rd Apt 2b Wilmington NC 28415,el-Samad@gmail.com,0,No,Ford Pantera L,27092,1471,6.27092094057113,none
"Walk, Isiah",1922-08-09,White,"23498 Abbey Road Philadeplhia PE, 19403",Walk@outlook.com,0,No,Mazda RX4,15844,1358,6.158436214839291,cat
"Keo, Isabel",1992-09-06,Two or more,123 Main St Chicago Ik 23948,Keo@yahoo.com,1,Yes,Datsun 710,44668,1200,4.835009071230073,cat
"el-Aman, Sulama",1981-02-07,White,"10 HWY 15 Philadelphia, PA, 19147",el-Aman@outlook.com,1,Yes,Toyota Corolla,21585,1200,4.661886258941382,none
"Nguyen, Claire",1926-08-27,Hispanic,8234 Chester Ave Chapel Hill NC 27514,Nguyen@aol.com,1,Yes,Toyota Corolla,34443,1200,4.758324918336088,none
"Xiong, Andrew",1982-10-08,White,"23498 Abbey Road Philadeplhia PE, 19403",Xiong@yahoo.com,0,No,AMC Javelin,36365,1564,6.363648475566754,cat
"Antonio, Nalani",1922-04-26,White,123 Main St Chicago Ik 23948,Antonio@hotmail.com,0,No,Merc 280,125883,2459,7.258830845465643,dog
"Blakey, Jasmine",1968-01-31,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Blakey@yahoo.com,0,No,Mazda RX4,29442,1494,6.294420984834439,none
"al-Malek, Rumaana",1949-11-11,White,"10 HWY 15 Philadelphia, PA, 19147",al-Malek@aol.com,0,No,Merc 450SE,40593,1606,6.405925635865512,none
"Nolte, Jared",1977-08-02,White,"10 HWY 15 Philadelphia, PA, 19147",Nolte@yahoo.com,1,Yes,Valiant,184766,1202,5.885744747689101,none
"Varela, Keyauna",1965-04-16,Hispanic,"23498 Abbey Road Philadeplhia PE, 19403",Varela@hotmail.com,0,No,Fiat 128,8135,1281,6.08134828865879,none
"Lopez, Parker",1941-01-13,White,8234 Chester Ave Chapel Hill NC 27514,Lopez@outlook.com,1,Yes,Ford Pantera L,102243,1201,5.266820026491744,none
"Asakawa, David",1948-12-12,White,8234 Chester Ave Chapel Hill NC 27514,Asakawa@yahoo.com,3,Yes,Cadillac Fleetwood,4739,3600,4.535545339263829,cat
"Vongphackdy, Komijen",2003-07-03,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,Vongphackdy@hotmail.com,3,Yes,Dodge Challenger,11982,3600,4.589868177493853,dog
"Colburn, Taylor",1940-05-09,Hispanic,123 Main St Chicago Ik 23948,Colburn@gmail.com,2,Yes,Fiat X1-9,69347,2401,5.020099993015854,cat
"Betz, Van",1998-06-03,White,Elvis Presley Blvd MEMPHIS tn 38116,Betz@yahoo.com,1,Yes,Toyota Corolla,2599,1200,4.519491362306974,none
"Spencer, Auji",1976-12-31,Black/AA,Elvis Presley Blvd MEMPHIS tn 38116,Spencer@outlook.com,4,Yes,Chrysler Imperial,25989,4801,4.694919588706945,cat
"Meyerhofer, Lorenzo",1991-12-10,White,"10 HWY 15 Philadelphia, PA, 19147",Meyerhofer@outlook.com,2,Yes,Merc 230,43517,2401,4.8263796439456765,none
"al-Muhammed, Umaima",1955-11-29,White,123 Main St Chicago Ik 23948,al-Muhammed@hotmail.com,2,Yes,Duster 360,67649,2401,5.007367022144247,cat
"Miguel-Tomas, Christina",1969-03-21,White,Elvis Presley Blvd MEMPHIS tn 38116,Miguel-Tomas@hotmail.com,2,Yes,Merc 450SL,57901,2401,4.9342583898558,none
"Rhatigan, Amirah",1989-02-15,Hispanic,"23498 Abbey Road Philadeplhia PE, 19403",Rhatigan@yahoo.com,1,Yes,Hornet 4 Drive,30959,1200,4.732190814320768,cat
"Bellacome, Tyler",2000-09-05,Two or more,8234 Chester Ave Chapel Hill NC 27514,Bellacome@outlook.com,0,No,Honda Civic,37425,1574,6.3742520216829455,dog
"Cochran, Autumn",1979-02-03,White,"10 HWY 15 Philadelphia, PA, 19147",Cochran@gmail.com,2,Yes,Lincoln Continental,136584,2403,5.524379849688918,none
"el-Qasim, Mas'ooda",1998-07-07,White,8234 Chester Ave Chapel Hill NC 27514,el-Qasim@yahoo.com,0,No,Chrysler Imperial,93029,2130,6.93028970387379,none
"Cordova, Marisol",1924-02-26,Black/AA,Elvis Presley Blvd MEMPHIS tn 38116,Cordova@outlook.com,5,Yes,Fiat X1-9,41344,6002,4.810080422772959,dog
"el-Kader, Qutb",1948-07-11,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,el-Kader@hotmail.com,4,Yes,Honda Civic,27653,4801,4.70739818085009,cat
"Cooper, Anposahiyela",1989-02-02,White,8234 Chester Ave Chapel Hill NC 27514,Cooper@gmail.com,0,No,Mazda RX4 Wag,20163,1402,6.201630283962872,none
"Mulder, Joylensia",1981-11-04,Asian,"23498 Abbey Road Philadeplhia PE, 19403",Mulder@gmail.com,2,Yes,Ferrari Dino,52797,2401,4.895981038236483,dog
"Oldenburg, Ashly",1954-10-11,White,"10 HWY 15 Philadelphia, PA, 19147",Oldenburg@hotmail.com,0,No,Hornet Sportabout,66423,1864,6.664226137063469,cat
"Pyant, Elijah",1961-02-23,White,123 Main St Chicago Ik 23948,Pyant@gmail.com,0,No,Merc 240D,32245,1522,6.322453110654691,none
"Herman, Von Buddenbrock",1963-07-21,White,8234 Chester Ave Chapel Hill NC 27514,Herman@outlook.com,1,Yes,Honda Civic,51785,1201,4.888384827693888,none
"Sitinjak, Marissa",1970-11-18,Hispanic,123 Main St Chicago Ik 23948,Sitinjak@yahoo.com,0,No,Merc 240D,185065,3051,7.850647917404046,none
"Corning, Devin",1936-11-28,White,123 Main St Chicago Ik 23948,Corning@outlook.com,1,Yes,Merc 450SE,79070,1201,5.093023857656307,none
"el-Sultan, Ramza",1970-02-02,Two or more,"23498 Abbey Road Philadeplhia PE, 19403",el-Sultan@outlook.com,0,No,Merc 230,89877,2099,6.898769921595075,none
"York, Kala",1932-02-23,Black/AA,"23498 Abbey Road Philadeplhia PE, 19403",York@hotmail.com,3,Yes,Toyota Corolla,19340,3601,4.645051362905147,dog
"Longwolf, Phillip",1964-05-13,White,8234 Chester Ave Chapel Hill NC 27514,Longwolf@gmail.com,1,Yes,Merc 230,121975,1201,5.414810152971484,dog
"el-Salama, Muzammil",1956-03-13,NHOPI,Elvis Presley Blvd MEMPHIS tn 38116,el-Salama@gmail.com,0,No,Maserati Bora,142973,2630,7.429734680926951,cat
"Flores Romero, Jeszenia",1953-06-01,Hispanic,123 Main St Chicago Ik 23948,Flores Romero@outlook.com,2,Yes,Fiat 128,31947,2401,4.7396021241494575,none
"Salter, Marcel",1946-01-01,AIAN,123 Main St Chicago Ik 23948,Salter@yahoo.com,0,No,Merc 280,105275,2253,7.052749507842164,cat
"Navarro, Baylee",1970-08-06,White,"10 HWY 15 Philadelphia, PA, 19147",Navarro@outlook.com,1,Yes,Cadillac Fleetwood,38299,1200,4.787241797197627,dog
"Harris, Mariah",1973-09-04,White,Elvis Presley Blvd MEMPHIS tn 38116,Harris@gmail.com,0,No,Duster 360,48311,1683,6.483109166039042,dog
"Arellano, Madeline",1926-09-19,White,"10 HWY 15 Philadelphia, PA, 19147",Arellano@outlook.com,0,No,Merc 450SE,39246,1592,6.392463642697003,none
"Liu, Nyandi",1964-05-16,Two or more,Elvis Presley Blvd MEMPHIS tn 38116,Liu@aol.com,2,Yes,Ferrari Dino,93646,2402,5.202347655430078,cat
"Smith, Vincent",1994-08-16,Hispanic,8234 Chester Ave Chapel Hill NC 27514,Smith@gmail.com,0,No,Duster 360,31571,1516,6.3157132352296745,cat
"Beltramo, Ryan",1927-06-27,White,Elvis Presley Blvd MEMPHIS tn 38116,Beltramo@aol.com,0,No,Merc 280C,25462,1455,6.254621216259567,none
"Neely, Shamari",1969-03-30,White,8234 Chester Ave Chapel Hill NC 27514,Neely@yahoo.com,0,No,Camaro Z28,5290,1253,6.05290130056484,cat
"Pitcher, Kylie",1960-12-15,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Pitcher@hotmail.com,0,No,Hornet 4 Drive,207762,3278,8.077617118703131,none
"Nira, Juan",1945-09-14,Hispanic,"23498 Abbey Road Philadeplhia PE, 19403",Nira@hotmail.com,0,No,Merc 280C,159777,2798,7.597766686942698,dog
"Zelalem, Symone",1978-12-04,White,Elvis Presley Blvd MEMPHIS tn 38116,Zelalem@outlook.com,0,No,Pontiac Firebird,266459,3865,8.664592475804504,dog
"Shelton, Shamaja",1964-01-01,White,Elvis Presley Blvd MEMPHIS tn 38116,Shelton@gmail.com,0,No,Merc 230,17173,1372,6.17173320425726,cat
"al-Hashemi, Wardiyya",1965-06-06,White,432 Azalea Rd Apt 2b Wilmington NC 28415,al-Hashemi@aol.com,0,No,Merc 450SL,78182,1982,6.781824193895896,dog
"Hardy, Kiera",1933-07-25,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,Hardy@hotmail.com,0,No,Merc 450SL,56327,1763,6.563269373375956,cat
"Marx, Taylar",1953-10-24,Hispanic,8234 Chester Ave Chapel Hill NC 27514,Marx@yahoo.com,3,Yes,Merc 450SLC,43008,3601,4.8225624231982485,none
"Neal, Torell",1958-11-26,White,"23498 Abbey Road Philadeplhia PE, 19403",Neal@outlook.com,3,Yes,Merc 230,40627,3601,4.804703163675668,none
"Jones, Justice",1971-04-26,Two or more,Elvis Presley Blvd MEMPHIS tn 38116,Jones@yahoo.com,0,No,Merc 280,46175,1662,6.46175125779369,hamster
"Levy, Adam",1946-04-29,AIAN,432 Azalea Rd Apt 2b Wilmington NC 28415,Levy@hotmail.com,0,No,Merc 230,51899,1719,6.518991741458249,none
"Valencia, Darrien",2004-04-10,White,123 Main St Chicago Ik 23948,Valencia@aol.com,0,No,Merc 280C,87641,2076,6.876412994566737,none
"Jennings, Deandre",1982-01-10,White,Elvis Presley Blvd MEMPHIS tn 38116,Jennings@yahoo.com,0,No,Lincoln Continental,22674,1427,6.226739346743316,dog
"al-Mousa, Miqdaad",1980-12-30,White,Elvis Presley Blvd MEMPHIS tn 38116,al-Mousa@gmail.com,0,No,Pontiac Firebird,103483,2235,7.034834110583228,none
"Martinez, Melissa",1965-04-01,Hispanic,432 Azalea Rd Apt 2b Wilmington NC 28415,Martinez@aol.com,2,Yes,Cadillac Fleetwood,6810,2400,4.551077254045605,none
"Ambrosio, Brian",1962-09-01,White,Elvis Presley Blvd MEMPHIS tn 38116,Ambrosio@yahoo.com,0,No,Merc 280,56653,1767,6.56653225781405,none
"el-Mahmoud, Suhaad",1975-09-08,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,el-Mahmoud@hotmail.com,1,Yes,Toyota Corolla,49904,1200,4.874278404302503,none
"Woodie, Frances",1987-06-21,White,8234 Chester Ave Chapel Hill NC 27514,Woodie@gmail.com,0,No,Valiant,19279,1393,6.1927947665232574,dog
"Smith, Vanessa",1972-11-01,White,8234 Chester Ave Chapel Hill NC 27514,Smith@gmail.com,0,No,Merc 450SE,16097,1361,6.160970941285609,cat
"Silva, Kia",2003-05-21,White,"10 HWY 15 Philadelphia, PA, 19147",Silva@yahoo.com,1,Yes,Merc 450SE,144564,1201,5.584227499634779,dog
"Thomas, Savannah",1938-06-04,White,8234 Chester Ave Chapel Hill NC 27514,Thomas@aol.com,0,No,Toyota Corona,81081,2011,6.810809489599624,cat
"al-Ahmad, Naseefa",1984-02-12,White,432 Azalea Rd Apt 2b Wilmington NC 28415,al-Ahmad@yahoo.com,0,No,Ferrari Dino,55170,1752,6.551702538277776,none
"Romero-Torres, Sean",1974-04-28,White,Elvis Presley Blvd MEMPHIS tn 38116,Romero-Torres@aol.com,3,Yes,Ferrari Dino,116201,3603,5.371508236605114,cat
"el-Saad, Fawz",1959-06-27,NHOPI,8234 Chester Ave Chapel Hill NC 27514,el-Saad@aol.com,0,No,Merc 280,29484,1495,6.294838185900593,dog
"Roberts, Erin",1998-12-01,Two or more,"10 HWY 15 Philadelphia, PA, 19147",Roberts@gmail.com,1,Yes,Merc 280,44758,1200,4.8356838484013345,none
"Van Buren, Tiara",1956-08-08,Two or more,432 Azalea Rd Apt 2b Wilmington NC 28415,Van Buren@hotmail.com,0,No,Fiat 128,150069,2701,7.500690737675269,none
"Dyson, Erike",1926-03-26,Two or more,"10 HWY 15 Philadelphia, PA, 19147",Dyson@gmail.com,0,No,Volvo 142E,17740,1377,6.177402604502925,cat
"Luna, Ishi",1936-10-21,White,Elvis Presley Blvd MEMPHIS tn 38116,Luna@yahoo.com,7,Yes,Cadillac Fleetwood,19186,8401,4.643897896692529,none
"Hogue, Tayvea",1999-02-24,Asian,432 Azalea Rd Apt 2b Wilmington NC 28415,Hogue@aol.com,8,Yes,Fiat 128,28632,9602,4.714741554627322,dog
"Negash, De'Ahnra",1982-06-23,Asian,8234 Chester Ave Chapel Hill NC 27514,Negash@aol.com,0,No,Cadillac Fleetwood,22813,1428,6.228132445446959,none
"Colin, Jazmin",1946-09-18,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,Colin@hotmail.com,0,No,Merc 450SE,67875,1879,6.678749173886533,none
"Hopperstad, Anthony",1966-01-09,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Hopperstad@hotmail.com,0,No,Lotus Europa,78972,1990,6.789723066910591,cat
"Wiechman, Krysta",1933-09-16,White,123 Main St Chicago Ik 23948,Wiechman@outlook.com,0,No,Pontiac Firebird,89284,2093,6.892842684439627,none
"Madison, Jeremy",1985-07-14,Asian,Elvis Presley Blvd MEMPHIS tn 38116,Madison@hotmail.com,2,Yes,Pontiac Firebird,54645,2401,4.909839996323018,none
"Beck-Alper, Jazmine",1954-06-11,Black/AA,"10 HWY 15 Philadelphia, PA, 19147",Beck-Alper@outlook.com,2,Yes,Porsche 914-2,38739,2401,4.790544644447048,none
"el-Agha, Maisara",1989-11-27,White,8234 Chester Ave Chapel Hill NC 27514,el-Agha@gmail.com,9,Yes,Camaro Z28,16624,10801,4.624677121853157,cat
"Carrillo, Garlyn",1995-06-28,Hispanic,"23498 Abbey Road Philadeplhia PE, 19403",Carrillo@yahoo.com,0,No,Merc 280,68126,1881,6.681264949551923,none
"Tran, Chu Ming Min",1985-10-24,White,123 Main St Chicago Ik 23948,Tran@gmail.com,2,Yes,Hornet Sportabout,19328,2400,4.6449610261801,cat
"Hull, Marcellus",1978-07-28,White,123 Main St Chicago Ik 23948,Hull@hotmail.com,1,Yes,Merc 280,88615,1201,5.164614828401801,dog
"Turner, Taylor",1989-06-29,Two or more,"23498 Abbey Road Philadeplhia PE, 19403",Turner@hotmail.com,3,Yes,Honda Civic,102480,3603,5.26859909979039,dog
"el-Saade, Sulama",1977-12-26,Two or more,432 Azalea Rd Apt 2b Wilmington NC 28415,el-Saade@gmail.com,1,Yes,Volvo 142E,73095,1201,5.048209711572638,none
"Shen, Julia",1994-02-05,White,8234 Chester Ave Chapel Hill NC 27514,Shen@yahoo.com,1,Yes,Hornet 4 Drive,68862,1201,5.016462026397813,dog
"Clark, Casey",1999-08-26,Two or more,"23498 Abbey Road Philadeplhia PE, 19403",Clark@yahoo.com,4,Yes,Maserati Bora,156157,4806,5.671174618526644,cat
"Hernandez, Ramon",1996-02-24,White,Elvis Presley Blvd MEMPHIS tn 38116,Hernandez@outlook.com,1,Yes,Mazda RX4,185858,1202,5.893938748078261,dog
"De Dios, Miranda",1946-09-07,Black/AA,"10 HWY 15 Philadelphia, PA, 19147",De Dios@yahoo.com,0,No,Lotus Europa,83150,2032,6.831501395367969,cat
"Campbell, Amina",1992-11-03,Two or more,"10 HWY 15 Philadelphia, PA, 19147",Campbell@outlook.com,1,Yes,Merc 280,75104,1201,5.063281388180845,none
"Lebeau, Taylor",1948-06-24,Black/AA,123 Main St Chicago Ik 23948,Lebeau@gmail.com,1,Yes,Merc 450SE,32720,1200,4.745402715640644,none
"Zebulun, Aquain",1998-08-19,White,Elvis Presley Blvd MEMPHIS tn 38116,Zebulun@hotmail.com,0,No,Ford Pantera L,11395,1314,6.113949608315039,none
"Harris, Jeremiah",1973-10-20,White,"23498 Abbey Road Philadeplhia PE, 19403",Harris@yahoo.com,1,Yes,Merc 450SE,122282,1201,5.41711539624649,dog
"el-Khalid, Yaasmeena",1997-09-16,Black/AA,8234 Chester Ave Chapel Hill NC 27514,el-Khalid@gmail.com,0,No,Porsche 914-2,83766,2038,6.8376584322922005,none
"Casillas, Ernesto",1980-01-14,White,"10 HWY 15 Philadelphia, PA, 19147",Casillas@aol.com,1,Yes,Toyota Corona,163015,1202,5.722610525888773,dog
"al-Shakir, Adham",1923-10-01,AIAN,"23498 Abbey Road Philadeplhia PE, 19403",al-Shakir@gmail.com,0,No,AMC Javelin,242498,3625,8.424984172932843,dog
"el-Sawaya, Ibtisaama",1973-11-24,White,123 Main St Chicago Ik 23948,el-Sawaya@aol.com,5,Yes,Mazda RX4 Wag,124945,6006,5.437084975103342,none
"Zimmermann, Jacob",1975-07-23,Black/AA,8234 Chester Ave Chapel Hill NC 27514,Zimmermann@outlook.com,1,Yes,Volvo 142E,3254,1200,4.524407780475944,none
"Liggett, Alex",1985-11-11,White,432 Azalea Rd Apt 2b Wilmington NC 28415,Liggett@outlook.com,1,Yes,Dodge Challenger,103024,1201,5.272682332465382,dog
"Salazar, Alondra",1952-11-06,Hispanic,8234 Chester Ave Chapel Hill NC 27514,Salazar@aol.com,4,Yes,Honda Civic,31959,4801,4.739690690950924,none
"Gale, William",1983-06-02,White,"10 HWY 15 Philadelphia, PA, 19147",Gale@outlook.com,0,No,Ferrari Dino,20734,1407,6.207338063211942,dog
"Morgan, Tristin",1949-01-19,Black/AA,432 Azalea Rd Apt 2b Wilmington NC 28415,Morgan@hotmail.com,1,Yes,Fiat 128,55265,1201,4.914485154458806,none
"Ontiveros, Cheyenne",1978-12-17,Two or more,8234 Chester Ave Chapel Hill NC 27514,Ontiveros@aol.com,2,Yes,Chrysler Imperial,5834,2400,4.543753665794802,none
"el-Burki, Daamir",1950-07-03,NHOPI,432 Azalea Rd Apt 2b Wilmington NC 28415,el-Burki@yahoo.com,0,No,Datsun 710,82510,2025,6.8251001963047155,none
"Dobberpuhl, Kathryn",1928-04-05,White,"10 HWY 15 Philadelphia, PA, 19147",Dobberpuhl@gmail.com,2,Yes,Merc 450SL,79529,2402,5.096465013830108,dog
"Rodriguez, Amanda",2004-12-22,Hispanic,"10 HWY 15 Philadelphia, PA, 19147",Rodriguez@outlook.com,0,No,Merc 450SL,63665,1837,6.636647881528798,none
"el-Tariq, Rasheeqa",1984-01-31,White,123 Main St Chicago Ik 23948,el-Tariq@yahoo.com,0,No,Honda Civic,58539,1785,6.5853912517635695,dog
"Hernandez-Dejesus, Steven",1951-10-08,Black/AA,8234 Chester Ave Chapel Hill NC 27514,Hernandez-Dejesus@gmail.com,0,No,Toyota Corona,30993,1510,6.309930804949661,hamster
"Diaz, Denise",2001-06-09,White,8234 Chester Ave Chapel Hill NC 27514,Diaz@hotmail.com,5,Yes,Maserati Bora,131216,6007,5.484118448633897,dog
"Dilanian, Emily",1934-10-15,White,123 Main St Chicago Ik 23948,Dilanian@outlook.com,0,No,AMC Javelin,81230,2012,6.812296959602609,dog
"Rollerson, Kentorra",1927-11-02,Hispanic,"23498 Abbey Road Philadeplhia PE, 19403",Rollerson@outlook.com,1,Yes,Lotus Europa,171921,1202,5.789409161151485,none
"Harding, Sereno",1962-01-04,White,"10 HWY 15 Philadelphia, PA, 19147",Harding@yahoo.com,0,No,Mazda RX4 Wag,73214,1932,6.732138707853648,cat
"Fernandez, Christopher",1989-10-20,White,8234 Chester Ave Chapel Hill NC 27514,Fernandez@aol.com,1,Yes,Volvo 142E,104797,1201,5.285973838022994,none
"Corbett, Leon Hunter",2004-06-21,White,Elvis Presley Blvd MEMPHIS tn 38116,Corbett@aol.com,1,Yes,Maserati Bora,61078,1201,4.958086957142578,cat
"al-Sadri, Jaasim",1982-08-01,Two or more,"10 HWY 15 Philadelphia, PA, 19147",al-Sadri@yahoo.com,9,Yes,Hornet 4 Drive,47772,10804,4.858290151354922,dog
"Cox, Deionna",1926-05-04,White,Elvis Presley Blvd MEMPHIS tn 38116,Cox@gmail.com,0,No,Merc 450SL,25926,1459,6.259256670617139,none
"Byers, Chance",1976-03-23,White,Elvis Presley Blvd MEMPHIS tn 38116,Byers@outlook.com,1,Yes,Dodge Challenger,224948,1202,6.187111822454532,cat
"Rotibi, Clarence",1987-09-14,White,"23498 Abbey Road Philadeplhia PE, 19403",Rotibi@yahoo.com,1,Yes,Toyota Corona,7535,1200,4.556511289914418,none
"Ashby, Shyanne",1928-01-24,White,8234 Chester Ave Chapel Hill NC 27514,Ashby@outlook.com,1,Yes,Merc 230,275886,1203,6.569144502935976,none
"Laping, Barren",2000-01-03,White,"23498 Abbey Road Philadeplhia PE, 19403",Laping@yahoo.com,0,No,Dodge Challenger,56167,1762,6.5616681957865,none
"el-Moghaddam, Ramza",1941-02-10,White,8234 Chester Ave Chapel Hill NC 27514,el-Moghaddam@outlook.com,2,Yes,Fiat 128,123449,2402,5.425865284295465,parrot
"Wainright, Alyssa",1994-08-09,Asian,123 Main St Chicago Ik 23948,Wainright@gmail.com,2,Yes,Mazda RX4 Wag,57150,2401,4.928626088575419,none
"Schult, Adelle",1928-12-16,Hispanic,Elvis Presley Blvd MEMPHIS tn 38116,Schult@outlook.com,1,Yes,Porsche 914-2,9561,1200,4.571706179510974,none
"Lodewyk, Christy",2003-04-01,Hispanic,123 Main St Chicago Ik 23948,Lodewyk@gmail.com,0,No,Merc 240D,145928,2659,7.459282408506894,cat
"Azure, Rachel",1983-07-03,Asian,"10 HWY 15 Philadelphia, PA, 19147",Azure@yahoo.com,1,Yes,Datsun 710,95246,1201,5.214341483018701,none
"Carter, Dawit",1938-07-14,Black/AA,123 Main St Chicago Ik 23948,Carter@yahoo.com,0,No,Datsun 710,84336,2043,6.843358064039192,none
"Ly, August",1937-12-09,White,123 Main St Chicago Ik 23948,Ly@gmail.com,1,Yes,Merc 450SL,21107,1200,4.658299917966792,cat
"Graves, Phillip",1946-10-29,White,"10 HWY 15 Philadelphia, PA, 19147",Graves@hotmail.com,3,Yes,Honda Civic,54498,3602,4.90873503947643,dog
"Gandomcar, Samantha",1925-10-13,White,"23498 Abbey Road Philadeplhia PE, 19403",Gandomcar@hotmail.com,0,No,Mazda RX4 Wag,19357,1394,6.193573446787351,dog
"Parker, Conner",1964-04-29,White,"23498 Abbey Road Philadeplhia PE, 19403",Parker@gmail.com,0,No,Merc 280C,130779,2508,7.307793130803287,none
"Montoya, Monique",1924-08-14,White,123 Main St Chicago Ik 23948,Montoya@aol.com,2,Yes,Hornet Sportabout,111531,2402,5.3364805912177715,none
"Maestas, Ana",1928-04-19,White,"23498 Abbey Road Philadeplhia PE, 19403",Maestas@outlook.com,3,Yes,Merc 450SLC,108241,3603,5.311807491433544,dog
"Carlo, Cody",1962-05-11,White,8234 Chester Ave Chapel Hill NC 27514,Carlo@hotmail.com,0,No,Mazda RX4,50061,1701,6.50061423726412,dog
